Unnamed: 0,Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
276,itel Ace2 Power,4.1,587 Ratings & 33 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,,2500 mAh Battery,,12+1 Months Domestic Warranty for device 6 months for accessories,"₹1,149","₹1,399",17% off,Bank Offer,
277,"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)",4.3,"11,155 Ratings & 479 Reviews",4 GB RAM | 128 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,,,"₹8,839","₹11,999",26% off,Super Deals,
278,"Nothing Phone (3a) Pro (Grey, 128 GB)",4.5,"11,189 Ratings & 855 Reviews",8 GB RAM | 128 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹28,999","₹32,999",12% off,Super Deals,"₹22,950"
279,"Nothing Phone (3a) Pro (Grey, 256 GB)",4.5,"11,189 Ratings & 855 Reviews",8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹30,999","₹34,999",11% off,Super Deals,"₹24,600"
280,"Moto g06 power (Laurel Oak, 64 GB)",4.2,"1,121 Ratings & 92 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,7000 mAh Battery,Helio G81 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹7,199","₹9,999",28% off,Bank Offer,"₹5,400"
281,"REDMI A4 (Starry Black, 128 GB)",4.2,856 Ratings & 32 Reviews,6 GB RAM | 128 GB ROM,17.48 cm (6.88 inch) Display,50MP + 50MP | 5MP Dual Front Camera,5160 mAh Battery,Snapdragon 4s Gen 2 5G Processor Processor,,"₹9,590","₹12,999",26% off,Bank Offer,"₹7,400"
282,itel it5027 Slim Keypad Mobile | 2.4 inch Display| Type C Charging,4.1,345 Ratings & 15 Reviews,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,,"₹1,129","₹1,649",31% off,Bank Offer,
283,"IQOO Z10X 5G (Titanium, 128 GB)",4.4,"3,856 Ratings & 189 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹15,113","₹18,999",20% off,Bank Offer,"₹11,850"
284,"OnePlus Nord CE4 lite 5G (SUPER SILVER, 128 GB)",4.4,"34,229 Ratings & 1,609 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,,,"₹17,980","₹20,999",14% off,Bank Offer,"₹14,050"
285,itel Ace2 Power,4.1,587 Ratings & 33 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,,2500 mAh Battery,,12+1 Months Domestic Warranty for device 6 months for accessories,"₹1,149","₹1,399",17% off,Bank Offer,
286,itel Ace 3 Shine,4.1,"1,403 Ratings & 61 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,,1000 mAh Battery,Unisoc Processor,1 year manufacturer Warranty,₹939,"₹1,249",24% off,Bank Offer,
287,Banety Single SIM Keypad Mobile Phone with Wireless FM,,,4 MB RAM | 10 MB ROM | Expandable Upto 0 MB,3.86 cm (1.52 inch) NA Display,0MP | 0MP Front Camera,800 mAh Battery,Not Applicable Processor,,₹949,"₹1,499",36% off,Bank Offer,
288,"realme C71 (Sea Blue, 128 GB)",4.2,"5,916 Ratings & 224 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,6300 mAh Battery,T7250 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,699","₹10,999",20% off,Bank Offer,"₹6,600"
289,"realme C71 (Obsidian Black, 64 GB)",4.4,212 Ratings & 7 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,6300 mAh Battery,T7250 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹7,399","₹8,999",17% off,Bank Offer,
290,"realme 15x 5G (Aqua Blue, 128 GB)",4.3,"1,730 Ratings & 124 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,999","₹19,999",5% off,Bank Offer,"₹14,800"
291,"realme 15x 5G (Marine Blue, 128 GB)",4.3,"1,730 Ratings & 124 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,999","₹19,999",5% off,Bank Offer,"₹14,800"
292,Jio V4,3.7,"1,654 Ratings & 98 Reviews",20 MB RAM | 36 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1 Year Manufacturer Warranty,₹799,"₹1,799",55% off,Super Deals,
293,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sea Breeze Green, 128 GB)",4.3,"4,382 Ratings & 375 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹13,499","₹16,999",20% off,Bank Offer,"₹10,450"
294,"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)",4.4,"34,229 Ratings & 1,609 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,,,"₹17,859","₹20,999",14% off,Bank Offer,"₹14,050"
295,"REDMI 13 5G (Orchid Pink, 128 GB)",4.3,"47,703 Ratings & 2,376 Reviews",6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor,,"₹12,369","₹17,999",31% off,Bank Offer,"₹9,650"
296,itel Ace 3 Shine,4.1,"1,403 Ratings & 61 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,,1000 mAh Battery,Unisoc Processor,1 year manufacturer Warranty,₹879,"₹1,249",29% off,Bank Offer,
297,LAVA Hero Shakti 2025,4.1,"2,520 Ratings & 153 Reviews",,4.57 cm (1.8 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,Mtk Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,₹975,"₹1,222",20% off,Bank Offer,
298,"OnePlus Nord CE4 (Celadon Marble, 128 GB)",4.4,"26,786 Ratings & 1,467 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5500 mAh Battery,OxygenOS 14.0 Processor,Domestic Warranty 1 Year For Handset And 6 month For Accessories.,"₹19,535","₹24,999",21% off,Super Deals,"₹15,400"
299,"Ai+ Nova 5G (Black, 128 GB)",4.2,"16,583 Ratings & 1,108 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T8200 Processor,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹8,499","₹10,999",22% off,Bank Offer,"₹6,500"
300,"vivo T4R 5G (Twilight Blue, 256 GB)",4.4,"3,668 Ratings & 181 Reviews",12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,5700 mAh Battery,Dimensity 7400 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,499","₹26,999",12% off,Bank Offer,"₹18,650"
301,"Nothing Phone (3a) Pro (Black, 128 GB)",4.5,"11,189 Ratings & 855 Reviews",8 GB RAM | 128 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹28,999","₹32,999",12% off,Super Deals,"₹22,950"
302,MOTOROLA Moto A300,4,187 Ratings & 14 Reviews,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB,5.08 cm (2 inch) HVGA Display,1.3MP + 0MP | 0MP Front Camera,1000 mAh Battery,Mtk Processor,2 Years Domestic Replacement Warranty,"₹1,407","₹1,699",17% off,Super Deals,
303,"OnePlus Nord 5 5G (Phantom Grey, 256 GB)",4.5,953 Ratings & 79 Reviews,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,,1 Year Warranty,"₹34,824","₹37,999",8% off,Bank Offer,"₹26,900"
304,"Samsung M06 5G (Sage Green, 128 GB)",4,690 Ratings & 48 Reviews,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,255","₹11,999",22% off,Super Deals,
305,"realme 14x 5G (Jewel Red, 128 GB)",4.4,"7,923 Ratings & 402 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹15,999","₹17,999",11% off,Bank Offer,"₹12,550"
306,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)",4.3,"4,382 Ratings & 375 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹13,499","₹16,999",20% off,Bank Offer,"₹10,450"
307,"REDMI 15 5G (Frosted White, 256 GB)",4.2,"1,526 Ratings & 81 Reviews",8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,,,"₹16,184","₹19,999",19% off,Super Deals,"₹12,700"
308,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sunset Spice Pink, 128 GB)",4.3,"14,713 Ratings & 1,351 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
309,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)",4.3,"14,713 Ratings & 1,351 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
310,"vivo Y19e (Titanium Silver, 64 GB)",4.3,"2,833 Ratings & 96 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) Display,13MP + 0.08MP | 5MP Front Camera,5500 mAh Battery,T7225 Processor,1 Year Warranty on the Product and 6 Months Warranty on the Accessories,"₹7,959","₹11,999",33% off,Bank Offer,"₹6,050"
311,"REDMI A3X (Olive Green, 64 GB)",4.1,"9,422 Ratings & 392 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,950","₹10,499",33% off,Bank Offer,"₹5,250"
312,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",4.4,"56,687 Ratings & 3,337 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,999","₹33,999",35% off,Bank Offer,"₹17,400"
313,"REDMI 13 5G (Hawaiian Blue, 128 GB)",4.3,"47,703 Ratings & 2,376 Reviews",6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor,,"₹12,979","₹17,999",27% off,Bank Offer,"₹10,100"
314,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)",4.4,"4,548 Ratings & 182 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹12,999",19% off,,"₹8,000"
315,"REDMI 15 5G (Midnight Black, 256 GB)",4.2,"1,526 Ratings & 81 Reviews",8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,,,"₹16,468","₹19,999",17% off,Bank Offer,"₹12,850"
316,"realme P3 5G (Space Silver, 128 GB)",4.4,"21,327 Ratings & 1,375 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹16,999","₹20,999",19% off,,"₹13,400"
317,"OnePlus Nord 5 5G (Phantom Grey, 512 GB)",4.5,953 Ratings & 79 Reviews,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,,1 Year Warranty,"₹38,702","₹40,999",5% off,Bank Offer,"₹29,500"
318,"OnePlus Nord CE4 (Dark Chrome, 128 GB)",4.4,"26,786 Ratings & 1,467 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5500 mAh Battery,OxygenOS 14.0 Processor,Domestic Warranty 1 Year For Handset And 6 month For Accessories.,"₹19,760","₹24,999",20% off,Bank Offer,"₹15,600"
319,"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)",4.4,"4,801 Ratings & 297 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹24,680","₹42,999",42% off,Super Deals,"₹19,600"
320,Rastic SM Guruu Music 2,3.5,22 Ratings & 1 Reviews,8 MB RAM | 16 MB ROM | Expandable Upto 64 GB,6.35 cm (2.5 inch) VGA Display,0MP Front Camera,850 mAh Battery,,NO Warranty,₹998,"₹1,999",50% off,Bank Offer,
321,"OnePlus Nord 5 5G (Dry Ice, 256 GB)",4.5,895 Ratings & 47 Reviews,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,,1 Year Warranty,"₹31,898","₹34,999",8% off,Bank Offer,"₹25,450"
322,"OnePlus Nord 5 5G (Dry Ice, 256 GB)",4.5,895 Ratings & 47 Reviews,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,50MP + 50MP + 8MP | 50MP Front Camera,6800 mAh Battery,Qualcomm® Snapdragon™ 8s Gen 3 Mobile Platform Processor,,"₹31,496","₹34,999",10% off,Bank Offer,"₹24,600"
323,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)",4.3,"38,137 Ratings & 2,873 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹27,999","₹36,999",24% off,Bank Offer,"₹22,250"
324,Jio JioBharat V4 Keypad Phone,3.7,702 Ratings & 42 Reviews,512 MB RAM | 4 GB ROM,4.32 cm (1.7 inch) HD Display,0.3MP Rear Camera,1000 mAh Battery,,,₹762,"₹1,899",59% off,Bank Offer,
325,itel Keypad Mobile | 2.4 inch Display| Type C Charging,4.1,761 Ratings & 53 Reviews,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,,"₹1,129","₹1,649",31% off,Super Deals,
326,"REDMI 15 5G (Frosted White, 128 GB)",4.2,"1,526 Ratings & 81 Reviews",8 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,,,"₹14,579","₹17,999",19% off,Super Deals,"₹11,250"
327,itel it5262,4,"2,104 Ratings & 115 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2000 mAh Battery,,1 Year Manufacturer Warranty,"₹1,395","₹1,599",12% off,Bank Offer,
328,"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)",4.6,"7,007 Ratings & 525 Reviews",12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,Snapdragon 8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹86,300","₹1,34,999",36% off,Super Deals,"₹55,250"
329,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹47,999","₹74,999",36% off,Super Deals,"₹38,000"
330,LAVA Hero Shakti 2025,4.1,178 Ratings & 5 Reviews,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) HQVGA Display,0MP | 0MP Front Camera,800 mAh Battery,Mtk Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,₹915,"₹1,199",23% off,Bank Offer,
331,MOTOROLA Moto A300,4,187 Ratings & 14 Reviews,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB,5.08 cm (2 inch) NA Display,1.3MP + 0MP | 0MP Front Camera,1000 mAh Battery,Mtk Processor,2 Years Domestic Replacement Warranty,"₹1,397","₹1,699",17% off,Bank Offer,
332,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)",4.3,"14,713 Ratings & 1,351 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
333,LAVA A2 Smart,4,96 Ratings & 5 Reviews,4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) HVGA Display,1.3MP + 0MP | 0MP Front Camera,1200 mAh Battery,Mtk Processor,,"₹1,299","₹1,549",16% off,Bank Offer,
334,"realme P3 Lite 5G Charger in the Box (Purple Blossom, 128 GB)",4.4,"6,513 Ratings & 248 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Display,32MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹13,999",17% off,,"₹8,950"
335,"KARBONN Jumbo K9 Keypad Mobile Phone 2.4inch LCD2 MP Camera,1800mAh Battery,FM Vibratore",4,292 Ratings & 12 Reviews,45 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) WQXGA+ Display,,1800 mAh Battery,Not Availble Processor,,"₹1,297","₹1,890",31% off,Bank Offer,
336,"realme P3 5G (Comet Grey, 128 GB)",4.4,"21,327 Ratings & 1,375 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹16,999","₹20,999",19% off,,"₹13,400"
337,"OnePlus Nord 5 5G (Dry Ice, 256 GB)",4.5,953 Ratings & 79 Reviews,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,,1 Year Warranty,"₹34,548","₹37,999",9% off,Bank Offer,"₹26,900"
338,"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)",4.3,"38,137 Ratings & 2,873 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹27,999","₹36,999",24% off,Bank Offer,"₹22,250"
339,"IQOO Neo 10R 5G (Raging Blue, 256 GB)",4.5,"4,577 Ratings & 295 Reviews",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹26,857","₹33,999",21% off,Bank Offer,"₹21,200"
340,"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",4.5,"4,577 Ratings & 295 Reviews",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹26,966","₹33,999",20% off,Bank Offer,"₹21,200"
341,itel Muzik 450,4,11 Ratings & 0 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3000 mAh Battery,,,"₹1,664","₹1,999",16% off,Super Deals,
342,itel it5027 Slim Keypad Mobile | 2.4 inch Display| Type C Charging,4.1,345 Ratings & 15 Reviews,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,,"₹1,119","₹1,649",32% off,Super Deals,
343,"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",4.2,"2,150 Ratings & 87 Reviews",6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹11,609","₹14,999",22% off,Bank Offer,"₹9,000"
344,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)",4.3,"4,382 Ratings & 375 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹13,499","₹16,999",20% off,Bank Offer,"₹10,450"
345,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sea Breeze Green, 128 GB)",4.3,"14,713 Ratings & 1,351 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
346,"MOTOROLA G86 Power 5G (Pantone Cosmic Sky, 128 GB)",4.3,"20,257 Ratings & 1,319 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Super HD Display,50MP + 8MP | 32MP Front Camera,6720 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,999","₹19,999",10% off,Bank Offer,"₹14,050"
347,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",4.2,"17,170 Ratings & 1,077 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹11,499","₹15,499",25% off,Bank Offer,"₹8,950"
